,Tweet,Label
2297,bahanchod gandu bbc din rat bbc ko bharat dikhta hhh baki k desh nhi h kya be salo,0
2298,"saaf dikhhai raha hai, iss aurat peh english jin ka saya hai 😀",1
2299,   wohi naaaa insaan my thori sharam hoti hy thora ehsaaas hota hy lekin nai agley ko tension dey ky pareshan karkey marna hota hy isney,0
2300, and tu kutti hai keede pdhe huyi kutti  khujjli kr baith k,0
2301,abe half briyani bejamin ne chodh diya to kuch bhi bakega bhen ke lund unblock kar apne baap logo ko teri maa u.s tak aake chod denge .. jaake koi nigga doodhle ache se shaant kardega tujhe yahan daily daily hum logo ka lene aajata hai,0
2302,begairat sasti kanjri gulbukhari k sath ek sasti randi 😃 😃 😃 😃,0
2303,mien ne jo place ap ne mention kiya hai us k baray mien baat nahi ki wo temple mount k pas hai aur graveyard hai aur yaha yahoodi aik murday ko dafan kernay ka million of dollars letay hien aur booking pehlay hoti hai jaga ki,1
2304, oyeeee hoay...asay msg ki mujy zrurt thi,1
2305,main poora nakli hun,1
2306,chup kar randi ki bachy angreez ki nayaz olaad tu mat bhaag mai yehi hu madarchod apnay bhai ko bol k becha mai na ae,0
2307,jab pele jate hain to bilbilate hain harami halala ki aulad,0
2308, nhii .. treatment chal rhi thii 2 sal ka couse tha .. bus duniya ki moo maya ko chor diya tha ..,1
2309,tum charsi e rehna bs 🙄😒,0
2310,kutti aurat zurtaj,0
2311, umar se pehle hi buddhe ho chuke hai😂,1
2312,"i think tm ny kuch ni choda ho ga,😅",1
2313, dil bar bar kehta pyar na kr💔,1
2314,#devoleenabhatacharjee rundi no 1,0
2315,terey baap khoosa kanjar ne nooray kanjar ka badla lena tha es leay yeh sub kia  ,0
2316,wo rutha is qadar ki ham mana na sake. jate - jate use gale laga na saka. ye unki nafrat thi ya meri mohobbat. wo kabhi aye nahi or main kabhi bula na saka.,1
2317,lakh di lanat kutte ki nasal tujh par . bharwe pehle kutto wali vaccine to provide kar sindh ko apne baap ki jageer samajh kar tum logo ne khaya hai. ek bacha jisse kutte ne kaat liya woh tarap rha hai aur tere pas dene ko vaccine nahi. teri agli pichli nasalo par lanat.,0
2318,     hum b upset he huay hai us k sath daikh kar...,1
2319,jo loug cheekh cheekh kar kehte hain ke qandeel baloch jesi aurte'n mulk ko badnaam karti hain woh iss waqiye pe chup rahe'n gy.,1
2320,ye gashti fuzla fazlu. kisi randi ki najaiz aulad h.,0
2321, nahi mere illwa 🙂,1
2322, dont hi light this issue please. aqal da iastmaal v kar lia kar kadi dangra,0
2323,sem things have been happening to me since last year lekin mei hi beghairt hu hrr wakat inkay liye available hoti hu🌚,0
2324,follow to kar lai gay but follow back bhi chaye,1
2325,if youthias hit tounting my self i should survive. but they hit my kid. who is innocent and doesn't know any thing of this situation. if this id user is the son of human than come himself other wise he is the son of randi.,0
2326,  😂 yar appun hamsai log hain.kio dard hota??,1
2327,bhenchod aik tou har banda itna self centered kyon hota hai,0
2328, bilkol nai hon.. bush apko pata nai kyu lagta hon💔,1
2329, yani 4 diwari kra ln😐,1
2330,kyunki tera dimag nehi hain isilea tu yeasab bhaunk raha hain,0
2331, lets bring the change bro. abi mjhy ye ni smjh aa rhi thi k ye cholecystectomy likha ha ya cholecystitis...,1
2332,nai nai un logon pey hansi aa rai hai jo cheat karty hain...😂😂aap pey to taras aa ra hai..😒😄😄,1
2333, haina soch ke gai thi like sid said ..  0% hsi nhi ai,1
2334,faasla rakhen baad me ap ka istikhara theek nahi ata. ,1
2335, meri to apnay kuch doston say debate hoi is baray main hai dosti khatam to nahi hoi  disagreement say to kisi ko problem nahi hona chaiye aur jo banda sirf difference of opinion ki wajah say dosti tor day uski to kiya hi bat hai 👏,1
2336,aur yeh baat sarfraz nay teri baji ko bataye ya biwi ko ya ammi ko??? kanjeri daya,0
2337,bhai wo bhi after all process ky sath ana chahty hain lakin koi process define kary ga? ap ki embassy keh rahi hai govt ki tarf sy koi instruction nahi hain... ap us waqt ka wait kar rahy hain jab casualties ho ge?,1
2338,kiu nhe ager ap company dey ge to karni pare ge asy me kse dosti kero ga ap se,1
2339, ye e rehne do,1
2340,bhenchod meri best friend pe kabza karliya hai i’m going to slap a bitch,0
2341, tabdeeli ayi hai na isliye,1
2342, ngtivity phelana bnd kren.. fitna or fasaad phelana ahl e bait or un se mhbt krny walon ka kaam ni hai,1
2343,this chutya is behaving ahmedi/atheist but when someone mock them he will start crying.  mock someone else religion is fun for him.,0
2344,saali ik girlfriend hi nai miltiii fatigue daily mill jati ha 😫😫😫😫😫,0
2345,apnii chutiyaaa phalasfiii apny pas rakho..... ja k bolo zra yahodio k mulk me yahodi mazhab k khalaf.....  gaand me tail dal k agg lgayen gy.  mazhab k name pa itni jangain muslimano na nah lariii jitnii tmary yahodi aur christ lar chuky,0
2346,"toba astagfar larki acha bhala hon, dono legs salamat hain, besakian apne enemies ko do, hum tu apke apne hain",1
2347,      ayesha tum ny kashif ka dil tor diya..🥺🥺,1
2348,yeh hijra hai dhokay main na mara jain,0
2349,beta pak pak foj agr khan hukam kary to hum poora india 5 din my ly leay gay.,1
2350,"kiya yaki ha yeh payar bi har roz navi zalalt shuru ho jati ha, mery ko karna e nhi h 😶",1
2351,thank you  🥀😌  stay happy jo bhe hai ,1
2352,kbi b nai ay ga vo bcz phr phr yahodi naraz ho jain gy us sy,1
2353,no ap ki ami sa mil k koi statement dain ga,1
2354, bs to thek name e btya hy na 😂😂🤣,1
2355,bahut hi mast lag ri hain,1
2356,do you agree ki  ko  ki harkaton pe react hi nahi karna chahiye?   #biggboss13 #bb13,1
2357,kuj ni hoya tum kr kya rhe ho wo dekh rha ho,1
2358,"rt : trees will call out the position of the yahoodi enemies in battle, except the ghardaq tree.",1
2359,   dekh lo mujh se bulwa liya khud nahi bol raha😂😂😂😂  jane dijiye baccha h...😊,1
2360,is se acha to bc amir liaquat se hosting krwa lety🤭🤭🤭😂,0
2361,badam pista akhrot aur kaaju daily 3 time khayen ap sab kuch theek ho kaye gaa janab.,1
2362, camp office kiya hota hai?,1
2363,koi khalish hai hawaon mein bin tere,1
2364,"ahmaq admi ik badla le raha hai , wo chahta hai yeh yahi bethain agly 6 months, us ki joti ko bhi perwah nahi aisy kachary jasi oposition ki",0
2365, pata nhi....tumahary to bohat sary friend shongyebunsy kar lena. 😂😂,1
2366,oye fattu  agr tere me himmat hai na to ye dhamki hume de ki faad dunga . saale body bna lene se mard nhi bnte smjha. acha hua asim freeze tha wrna teri aidi gaand todta ki tu chlne laayak nhi hota.. chutiye thoda tameez se rha kr television pr.,0
2367,chal bhadwe ki nasal ... paras ki gaand ke bahar aaja beta,0
2368,bhenchodo attention do mujhe thori si,0
2369,apko samjh aya ke likha kya ha ?😐😐😐,1
2370,to ayen phir mil k maangty hain phir daikh k wapsi kr dain gy😂,1
2371,🙂😂😂😂😂😂 sala charsi,0
2372,ab ti sun lia ab kya faida😏 program cancel😏,1
2373,"bv be like ""abay saalay""",0
2374,  esi pix twitter pe na upload krn,1
2375,   mam  1.5 yeras ma nab ko tu koi saboot nh mila paragon society k related qaiser amin butt ko bhe wada maaf gawah bna k dekh lea jo bd ma munharif ho gea agr apky pass kch ha tu ap ja k sabit kr den courts ma,1
2376,abhi sab sab madharchod ko dhukh hoga kyuki vote chahiye sale ko... sale tere sarkar me ek ambulance nhi mila or sab ke bahanchod dukh jatate ho,0
2377,imran chore zakat khore yahodi destroyed pakistan and business of pakistan nation. molana fazulurehman zindabad pmln zindabad. molana zindabad defeated imran chore zakat khore,0
2378,"jao apne yahoodi susral k pass, khawar manika ki amant lota do",0
2379,"( only for bajwa ) kya tujhko moot aa rahi thi ? jo kuch pakistan mey hone wala hey, tera baap bhe nahi rook sakta, bajwa is no.1 g _ _ _ u army chief of the world, january is very important month, because saturn and pluto are conjuncting after 33 years, kuch samjha ?",0
2380, na bs happy rha kro aj messi 2 goals kry ga,1
2381,charsi ab desh ko bachane ke liye sadak par aaye h,0
2382,khabeees aurat ka modi kia lgta,0
2383,jh bc diwali par 17cr opening diya tapse ke sath clash mein😂,0
2384,saali tere ko ek min m ander krva dungi m,0
2385, wo khuch pata nhi khn hoty hn🔥,1
2386,bro bola waha jata hai jb apke bolne ki koe value ho jb apko har waqt media k zarie ganda kia ja rha ho to apne gr wale tk nae sunte apko yd hna chaye usne gt road ka safar bolne k lye hi kia tha but koe b na to dekhna chah rha tha na sun na,1
2387,bc circus bnaya huwa hae mulk ko,0
2388,janoo ko pare ker de ,1
2389,aik rt guzaro hamare sth phr support kr len ge sid ko randi ki bachi,0
2390,khaaas tu hum kaya ha fr,1
2391,aap ko bol rha,1
2392, ni hona chahy...nd i m hoping this time she will nt react..may be,1
2393,bhulun kese tujhe tu to khyalon mein sath hai 🔥,1
2394,"timater 300/kg, bhenchod what is going on?!?!?",0
2395,aisa hota hai leader   #weareshaheersialvi ,1
2396,kiya naibe nay pti main saray chorown ko nahi chohra. saray chore dakoo pti hakoomat main hain. fashist govt pti central and punjab failed & kpk kuchra govt failed khosa chief unjustice harrami. bajwa and imran chore zakat khore yahodi agents both are. sale kashmir perchase bajwa,0
2397,rt : criminal salman jail jao bhago bhenchod,0
2398, 😂😂bas logon say interact karkay,1
2399,"this problematic dude in my class is now going after student solidarity march calling it a propaganda against the state. bc har cheez yahoodi saazish nai hoti maybe just for once consider the fact that we have much bigger issues than 'propaganda', that we are our biggest problem",1
2400,aye yahudiyo jitna zulm karna hai kar lo in sha allah woh din bhi zaroor aayega ke tumhe chun chun ke maara jayega yahan tak ke tum darakht ya pattharoñ ke piche chhup jaoge to bejan chizen bhi kahengi yahan yahoodi chhupa hai.hadees ka farman hai ho kar rahega #israeliterrorism,0
2401, hosla afzai ka buht shukriya shah g. in sha allah ye jazbay km nhi hongayy. pakistan zindabaad 🇵🇰,1
2402,pury tweeter or shehbaaz shehbaaz ho rhi kya baat hy bhai #shehbaazonfire,1
2403, mana to kuch nahi kya,1
2404,  nhi woh mera account use karrhi thi kab se,1
2405, from apply kiya hai csc ke portal se mere from pura apply ho gya tha or last mai payment wallet se debit bhi huwa but from ka print out nhi aata na mail ya sms aaya csc customer care wale phone uta kar koi jawab nhi de the hai  bollte hai hum kya kre payment debit huwa ,1
2406, nhi yr dekho ab 50-50 hogya h toh kuch kh nhi skte hum ab na baaki intazaar h dekho,1
2407,to ma ny b ye he kha or phir ap log fahad bhai ki raye k pechy q par gye ho,1
2408,intihai ahmaq insan.,0
2409,"none of you kashmiris have ever done anything about fellow muslims like ahmadiya, shia, balochis in pakistan. yet have all the abuses ready for indians.",1
2410,    ryt paras be bhi bola tha sana se ghr se baag gyi thi...  acha to  kya  ke ghar se😏😏😏😏 sana❤️,1
2411, aapne dekha hi aj h main to roj hi jaha hoti hun,1
2412,bhenchodo self proclaimed goat kahan hai🧐😤,0
2413,ab kitna lega bhai.. 1.76 lakh crore to abhi 6 mhine pehle liye the..uska btaya nhi kya kra.. ab 45  hajar crore aur chaiye.. bc desh ka paisa hai wo tumhare baap ka nhi hai 🇮🇳🙏🙏,0
2414, tumhy english me samj ni ai,1
2415,jo in logo k hisab nhi bole wo biased h or jo inki news dikhaye wo constitution bachaye saale terrorists#banrepublictv,0
2416,g**li maro bhenchodo ko,0
2417, pata nahi yar mera qasoor keya hota hai jo saab esa karte hien,1
2418,zahir hai jb kuch nhi aayega toh yehi kreingy. telolers maa bhen krnay walay khusray,0
2419,okay kisi ny kuj puchna ha ?,1
2420,   ye apka khayal hai bushra peerni ke tasaveer hain ye bhi google per theen ,1
2421,hahahahahahahahaha hahahahahahahahaha pagal jahill jaliii dalal kanjar baysharam baigairat yahodi lobby k agent haramkhor badzat  niazi khottay k puttar,0
2422, keh rahi hn na rehne den is bat ko is pe no behs,1
2423,ye mahira kya bol rhi hy k shehbaaz or sana ki soch gndi hy asal main  pahira ki soch gndi hy tbhi to mahira k bhai ne kuch nhi bola #mahirakapappuparas,1
2424,  mam we want induction for all en meeting sa kch nae hoga ya long term ki bty ha jan indction klia kia krha gov .,1
2425,"wtf yrr kia pagal aurat h 😡😒 aesi ki wja se ee jo deserving hti jinki help ki jani chahye un larkiyon ki b koi help ni krta, bilawja 'aurat se aese bt kr rhy etc' kr ri 😏😏 msla srf o srf isse punajbi ka h 😒",0
2426,aby bharwe mjhsy galian suny ga😂 tjhy to bat ka pta e nhi beta sheesha dekh uthau tu hy m apny liye khud fight kr rae hn tjh jese chalolon ko nhi lgaya va phut ab,0
2427, hns lo baba hns lo akhir ankhain jo awsome hain,1
2428, gobar ka dher hai tu i bri jism fitymun te lakh di lanat tere te te tere bghrt moty bhady jism te khair jism to ni hai gobar zror hai,0
2429, tere jese mu wala agar baizti b kary na tou feel ni hoti,0
2430,kisi randi maa ki olad ap ki hindu aurtain jab pooja karti hn tab wo bagwan ka lund mounh me b leti hn?,0
2431,or kitne dino tk aise hi har din koi na koi maa baap rote rahenge apne beti ko khone k gum se or kitne maa baap apne betiyo k suraksha se darte rahenge? akhir kb tk humare sarkar koi kadam kyu nhi uthati??,1
2432,"jaaa naaa gashti,",0
2433,establishment mili hui is bharwey k sath royasat fouj sb randi k nasal  in ki dharti maa ko chod kr ja rha aur ye airport pr khare hokr hath hilate rhe  lanat  paksitan ka allah hafiz,0
2434,bhott jald apun bhe toot jaye ga dekh lena 🤣😂,1
2435, itna bhi chipak kar selfie na lo k breakup ky baad crop bhi na kar sako.,1
2436,"gandu bsdk, caa me citizenship di jaayegi . films flop toh sasta nasha karne laga bc.",0
2437, aankhon aankhon mein bayan kar har haqikat raaz ki. kaan deevaaron ke bhi hotey hain lab khola na kar.  #namaloom.,1
2438,ooo babby allah sa dor choro k sath dana chor do jo gult ha usa gult kaho or jo sai ha usa sahi kro lakeer k fakeer ni bano,1
2439,"bhenchod, paise hamare tax ka hey tum logoke bap ki jagir nahi hey jab chahe free me do bhadve if you’re popular don’t give any free to society instead don’t take your salary, govt facility, servents, vehicles and save money to set an example of democratic country!!!",0
2440, bad main q nahi lagai.,1
2441,waisay.... mujy b nhi mily ga?,1
2442,kuch tu sharam kro is tarah nangi ho kr pose dana. tum muslman ho. aur yad rakho. aik din marna b hay.,1
2443,bhai hmra nam bhi daal lo list mn,1
2444,"maro bahanchod sab ke sab... waise bhi jee ke ukhaad kya lena hai, quran hi padhna hai or ek dusre ko maarte rehna hai .. to jab marna hi h to maro sab.. accident, zahar, heart attack jaise maro... maa chudao...",0
2445,please don't share his obnoxious face to me. below is the image of the book rohani khzain from ahmedi's official website see what your evil messiah has declared god but you had said you have read the books of mirza and accepted him mehdi may god give you hidyath,0
2446,"khana banana aata hai? asked the mother of the potential groom  ""nahi par banana ek baar mai khana aata hai"" she winked looking at the guy  her wordplay and his foreplay made them for forever 😂",1
2447,sahi kaha sharm hoti toh halala ke khilaf  sadak par hoti  char char shadi ke khilaf sadak par hoti,1
2448, wo sb to thik hai pahle ye btao kamra ki itni achhi tasveer kaise bna liye...🤔,1
2449,kanjeri jaisi lagti ho jab haqiqat samuch k bi bakwas keeti ho. imran tum jaisy billions ka ideal.ha,0
2450,  bahi allah maff kary lant nh de sirf ya ka kitni piyari bachi ha jes ke bh ha aik nh pata nh kitni bachia es tara mout mar gy par kia hoa kia kia hm na,1
2451,mai too drr gyi baap re baap...  asim ke fans se yhi ummeed bhi thi.  #captaincoolshuklaji,1
2452,rt : teri ammi pr to muhally waly b chrny aty mere bad ha kisi randi nasal ki thi wo porn star k bacha ha tu,0
2453,boht bari chawal ha man lo 😂😂😂 😍,0
2454,diesl menga fazul rahman ahmaq,0
2455,achi baat hai ye to jaan hai to jahan hai.,1
2456,wo pyaar karay na karay woh alag baat hai tum koshih bhi na kero yeh toh ghalat baat hai...!🤭  #thursdayvibes,1
2457, aa ja tojhy b lga den tika,1
2458,koi pagal kahy koi jahil koi yahodi agent... but we stand with kptn till the end. inshaallah💓👌,0
2459,gaadi chahe kitni bhi tezz ho ... usse rokne ke liye ek keel kafi hai #asimfans,1
2460,teri maa ki choot randi,0
2461,aik do din twitter use karne k baad idea hogaya hai yaha ziada tar randi k bachay atay hain jo apko follow karengay or ap unko follow back do gay to wo randi ki nasal apko unfollow kardengay. pata nahi khud ko kia samajhtay hain ben k loray ye log.,0
2462,aurat march thek kar ke ai he manifesto 👍,1
2463,to ap dikha dain main daikh k wapis kr doon ga😂😂😂,1
2464,ye to hai hi randi,0
2465, yahan tou mention nahi kiya miss ap ny,1
2466,   😂😂 the way sana saying in typical punjabi tone- “app sharma rhe ho na? sharma rhe hai”😂😂😂,1
2467,  ye mjy nani keh rhy hyn😂😂😂,1
2468,teri maa ka yaar paisa de kar ja raha aesay hi nai ja raha barri takleef ho rahi he tujhay kutya,0
2469, me tu kisi ko bewafa nahi keh rahi lekin according to drama danish ne kha tha mard mashoor hai bewafai ke liye,1
2470,ami khti hain main chand ka tukra hon 🙈🤪🤪🤪🤪🤪🤪🙈🙈,1
2471," wahi toh bhai quality k liye jaana chahiye having such experienced attacker leading only will get us top4, jovic dekhlo nahi toh 🙄.",1
2472, that's the point...  insaan jab jinta mile usse ziada lena chahta hai to hamesha line se hatt jata hai.  it's human nature,1
2473,aaja randi,0
2474,yeh baat toh aapnai sahi kahi ji. 👍👍👍,1
2475,jb tum namaz nahi party to ya mat socho k waqat nahi mila bal k ya socho k tum sy aysi kon c khata hoi k allah ny tumhein apny samny khara krna bhi pasand nahi keya.♥,1
2476,lahore harta rehta phr jab jetta to psl se hi bahar ho jata #lqvsqg,1
2477,#mediastayunbiased pakistan me ptv news or ptv parliment ne hi mulk k liye acha kam kia.,1
2478,in main sy koi bhi nahi—jo siasi party sath hay uska nam lay nahi sktay😋 ,1
2479,tum namaaz ke liye waqt nikalo  allah tumhari zindagi se bura waqt nikale ga❤️,1
2480,q teri bhen ko chuda hy dewbandion ny ..harami ki nasal,0
2481,patjhar mein jou phool murjha jaaty hen woh baharon ky any sy khilty nhin.... kuch log jou yun hi bichar jaty hen woh hazaron ky any sy milty nhin...✖️,1
2482,rt :   beghairt word will mind it calling her beghairt 😂,0
2483,phattu sala,0
2484,chein chein  itni english q bolti ho mjhe bi smjha dein..urdu me bat kro didi ...saffron bahi ko urdu atti hi...,1
2485,yaar bhenchod what the fuck is oomfs,0
2486, mashaallah... bhai duaaon mein yad rkhna... zindgi ka ehm faisla hony ja rha 🙏,1
2487, bhaiya bhabhi ko miss kar rahe hoh 🙏koi baat nahi our bhabhi is best in the world...,1
2488, wa laikum slaam  allah ka shukar ha ap sunnaye,1
2489,tab tak road cross nahi karen gi jab app k or unke darmayan faasla sirf maut ka na reh jaye! ,1
2490,but public sb janti hai  hi ch**** lgaa ga ye sb kr k,0
2491,oooo bhai maroo mujhy maroo... nhi koi mazak chal rha hy yahan py bc  🔫🔫🔫🔫🔫 #psl2020,0
2492,bhenchod gandi nasal k log zaleel kerwane ka thaika liya hua hai,0
2493,ye bat bharwe nawaz ki batata na tu gandooo,0
2494,mujhe jeena hai to murnay k liye jeene hai❤,1
2495,jb peeli taxi waloun ko land cruiser mil jayegi to yehi krenge wo log.. laanat ho is nasli ghulami pe...,0
2496,randi of pakistan,0
2497,"we should start within our home pakistan first.everyone know ahmedis are nonmuslims.all non muslims like hindus, christians and ahmedis should be given freedom to practice their i am also against burning of ahmedi temples.",1
2498, kha show hota h vote ka muje pta ni h,1
2499,"pakistan is full of tharkis... these tharkis make women like hareem shah, sundal khattak and qandeel baloch popular..😁 tharkis' brain is between their legs..😂😂",1
2500,  bhai ye sab kaise hojata hai?,1
2501,main tairi maan ka yaar. kafi hay introduction mera saudi gashti kay liay,0
2502,ap mery mulk ko tabaah kr k rakh dein or humy aap sy sawaal ka bh haq na ho? a questiom from a studnt & reaction from fuedalistic duplicate dynasty political leader,1
2503,rundi ke bachey jaa kar ataankvadiyo ke gaur mein he beth jao,0
2504,   haye allah jeee mujhy tum py bara peyar a raha hy 😂😂😂🥰,1
2505,aap he bata do kitne mullo me halala kiya tha tumara,0
2506,inko kya pta tehzeeb ka jo aurat ki respect ko feminism ka nam dy rhy,0
2507,a ja pardasiya tenu wasta pyaar da..🎵🎵,1
2508, aise he hilna mere lund per baith kr,0
2509,aap itni cute kyun ho yar,1
2510,benchod randi ke aur marege tumhe smajhe,0
2511,rt :  js orat ko br br talaq mili ho ab wo btaygi k ahmaq kon ha 🤔,0
2512,inn coaching vaalou ko kaise pta chal jaata hai mera result bhenchod.,0
2513, dil pe lgti bat kbi kbi 😪,1
2514,wah re twitter satrangi gandu b opinion de rhe h yaha par bhenchod har chiz game k nazriye se dekhni h bilkul,0
2515,randi bohot pitegi,0
2516, ha kuch kro yr phir ☹️☹️,1
2517,bilkul. isi ka intezar tha. thek jagah jaa paunchi. qandeel baloch sy  different injaam nahi ho ga iska.,0
2518,"na mera koi scene hai, na gpa teen hai",1
2519,ap to agent lagty boht lifafy milty hn apko isi liye ap haq ada krty hn,1
2520, g ni 😑😑 bongiyan e marna tum bss,1
2521,hahahah saalay ko dhakka de dya tha achay say. dont you worry. 😛,0
2522, careful...weight na zyda ho jaye.. uppr sey ab shadi shudda ho aap😋,1
2523, aisa mat kar na yr 😂😂😂 best tha waise,1
2524,phr ek dost naraz krdia mn ny  phr ek sanp asten chor gya meri,1
2525,bhen chod na ban pakistani ban,0
2526,thori jgaa dy dy mjhy tere pass kahin reh jaon me❤️,1
2527,boobs to mast h sali ki,0
2528, mehnat ka natija hota hai ya phal..?😿,1
2529,"   for god sake price control system ko behtr karin, boht tamasha ho gya hai, kia ham ne pti ko vote dey kr koe gunah kar lia hai?",1
2530,to haters bhaunk lenge. yahi likha na maine? abhi kya evict-evict laga rakha hai? cheap tactics to gain comments and rts,0
2531,bharwe apni baji ko bacha phle woh kitnon sy chudwa rhi h dekh jaa k randi k bache hahahahah😂😂😆😆 teri maa ki chooth randi kay bachy.,0
2532, ghubaraa phatny sy teri pedaish hui thi. tbi tera aql esa hy bc .🖐️🖐️🖐️,0
2533,bilkul ye yahodi media ha sara ghalt reporting or sary ke sary biky howy,0
2534, tum jaisa laanti koi nh hy bharwy,0
2535, ashir bahi wesy yeh itny guhrat wale nai.😜,1
2536,mehnat itni ki hy pani bachany me or 15 sal sy insaf ki rah dekh rahy hn.,1
2537,zee news pe ek congresi kutta bhaunk raha hai.,0
2538,"pcb ko talented log pasnd nai,har saal bc relyu katton ko contract daity opening ceremony ka #tayyarhain  #psl5  #pslcomeshome",0
2539,begherat orat ... apne alfaz dekh tere ko to khinzeer ki olad b kehna ghalt hoga tu usse b gai guzri hai,0
2540,absolutely right niazi is qadiyani and jew agent,0
2541,nahi ye sirf bhenchod hai.,0
2542," doc, maine tu iss baar kuch nai kaha.. whay have you become this person ? 🤦🏻‍♂️",1
2543, by the way kr kya rhe ho tum 😂,1
2544,scene kuch esy han 😂😂😂 #wwe in sindh 😂 ,1
2545, madam na kry.. jis ny ap k kapry utar k jis ny video bnai apki us k lye b bad dawa mang lay.. phly ap ny yeh kam kia us k bad leak hoi.. na ap krti na leak hoti... or ub jo kar rhi hy galat kr rhy hy... tobaa ki hy tu usi par focus rkhy..,1
2546,rt : khubsurat larkion ki arrange marriage kiu hotti ha😕😪,1
2547,ho gaye hy aur han aj jo ye sekhon k liye kar raha hy ye whoi sekh hy jub pakistan azad howa tha aur muslmano ne jub india sa hijrat ki tub sub zada qatal muslim ko in sekhon ne kiya tha par afsos ap jesy log is yahodi e agent ko ek islami leader mante ho phir kasm khao k allah,0
2548,abe randi jaisa kuch hota hai kya,0
2549,gandi nali me paida hone wala randi ka bachha bahanchod,0
2550,"bhai mein aap ko batameez, bad ikhlaq , jahil , ganwaar ,ahmaq , be hooda insan bol sakta hoon magar bolna nhe chahta.",0
2551,  shohar buna k kisi or ko dekha chuka hoga ab tak,1
2552, 😀😀😀wesy imran khan supporters kisi ki snty nae hain bs apni baat sch krni hti h sch ho ya joot drhna chaye bhai onsy😉,1
2553,rt : abey yahoodi/cia/raw/mosad agent ganjay.,0
2554,bosdk tere baap hain kate hue lulli wale....chadarmod aaj tak unke terrorism ko naa pehchan paaya tu....yahaan sab khula khel tujhe pata chal gaya......#librandu,0
2555,chutiyya lelo ap phr😂,1
2556, aap apni behan.  beti.. maan ... uar bivi ka march karwa do phir,0
2557,we will spot you mola apny maqsad me kamyab kary inshahallah inhy apna haq zaroor mily ga,1
2558,allah hi de ga bandy k bass ki bat nhi hanye,1
2559,wo ahmaq kitna arsa charha raha tum pe ?  sharam karo jis k nechy itna arsa leti rahi os k bary mein asi batain ?,0
2560,"tm saali kuch bhi bol lo kuch bhi kr lo,karogi to tm sirf dalali hi chahe mudda koi bhi ho,aur muh se to tatti hi niklega jb bhi khologi,jaise abhi tatti kr rahi ho muh se,thuu tere pe",0
2561,rt : dil sambhal ja zara bhenchod!v,0
2562,mil kar btau ga,1
2563,hahahaha akhrot ney ser per paon rekh ker bhag jana hi shaded allergic hi voh choty alhroton sey,1
2564,inbox me aa ek randi ki tarah chodunga,0
2565,the other day he was searching handsome guyz for his ahmedi sisters 😭,0
2566,l gilll sahab waqai bemar kea  mtlb shoqat khanam ka doctor na khan yahodi ko glt report di ka mian sahavlb bemar hn,0
2567,upar ahmaddiya muslim niche simple hindu. chakkar kya hai guru ?🤔,0
2568,agar hum khud books parh lein tou ye larai hi na rahey :)),1
2569,puch ly apny bap sy or us gaandu sy b puch ly jo gshti man ka bcha idr tha b ni or mjhy baji deny ko tyar tha,0
2570, ye satu kya hota hai wese,1
2571, us ki mt tension liya kro,1
2572,"bilkul,itny lecture milny hain jese christmas or new year pe milty hain ,kya apko pata bhi hai k kaafir janwaro k haqq main dua bhi nahi krni chahye",0
2573,tu chup rahe bahene ki lauri.... jaise randi ko heroine bolna waisa hi jaise.. tumhe anchor bolna bosidki..👿,0
2574, pyar kbhi jhukta nahi.😂,1
2575,rt : upar ahmaddiya muslim niche simple hindu. chakkar kya hai guru ?🤔,0
2576,  🎁👀 ye lein🤣,1
2577,  meri mehram ku tw mera e lun ji ga ! ab tumhry yaha sari teri bajiyan ligu ka lun leti hnra kia qasoor .😂😂😂😂,0
2578,"mrd kuta hota hai tu kindly aurat ke krdar pe bhi roshni dal dein? ap chnd hramzadon ki wjah se pori mrd zat ko gali na dein apke bhi bhai bap hzbnd sb mrd hi hain, same is the case with aurtin, chnd ki wjah se pori aurat zat ko tu gali nhi di ja skti na",0
2579, gaur say padhiye is trend ko isme hindu ki koi baat nahi hai baat ho rahi hai hindutva ki. extremist are always dangerous for society either hindu or muslim.  #,1
2580,we are supporting #islam and thank you #khalilurrahmanqamar for your beautiful comments against #gashti .  agar ye #aurat hoti to na me aesi zuban use krta aur na koi gairatmand #admi use krta.,0
2581,tu to halala karane wali hai na aur sab halala ki aulad waha baithi hai,0
2582,tu ladka hai ya ladki hai ya pahle proof kar bad mein degree show karne ko bolna tu ek number ka hijra hai pahle apna dik photo dikha 😆😂😂😂,0
2583, batein suni jati hain zaira 😔 dekhta kon hai,1
2584,"phatt gai abi, gashti kehte hein tmhin bcz you are that.,",0
2585,yar aap mulwyo awr un ki ahmaq sathyo ko chor dy... bs apne bary bata dy es k baad kya krne ka irada hy... mujre to nhi start krne baaqi to kuch nhi chora.😜😘🤐,0
2586,bas yahi izzat ka izafah hi to is opposition bamah media k kissi ko pasand nahi ah raha. bhala itnay saloun say jisko yahodi kaha ....lose character sabit kerna chaha....usko phr bhi izzat hi mili jah rahi hay....yeh allah ki rehmat hay jo in opposition waloun pay nai thee.,1
2587,yar agar twitter par video upload kardun to account report to nhi hoga ..... please advise   pehlay bhi ek beghairt nay mera account 1 haftay k liay suspend kraya hay,0
2588,bhenchod shahrah-e-faisal ke aagay bhi ek poora sheher hai,0
2589,  khd ko istmal kr lya kr,1
2590,yar marjao tm please marja randi pls,0
2591,me to apne baap ka hu par tu...pakaa halala ki paidaish hai beta....,0
