,Tweet,Label,char_counts,word_counts,avg_wordlength,hashtag_counts,mentions_counts,digits_counts,clean_tweet
1987,aur jis paper mein 3 sheets bhar ka aya poora kar k aya tha wo rok dia tha bhenchod,1,65,19,3.4210526315789473,0,0,1,jis paper mein 3 sheets bhar aya poora k aya rok dia bhenchod
1988,2 type of friends :  zaalim friends: message dekh kar ignore kar dete hein.  reham dil friends: notification sa message parh k ignore kar dete hai.,1,120,26,4.615384615384615,0,0,3,2 type friends zaalim friends message dekh ignore dete hein reham dil friends notification sa message parh k ignore dete
1989,rt : hamain apni jaan say hain pyary sahaba ,1,35,9,3.888888888888889,0,0,0,hamain apni jaan pyary sahaba
1990,  lahk di lanat teri soch pr tu hira mandi ki peadawr ha kisi gashti ky,0,55,15,3.6666666666666665,0,0,0,lahk di lanat teri soch pr hira mandi peadawr ha kisi gashti ky
1991,teri ama ko chod kr ek bhai paida krrta hun dono bhai khelte rhna bsdk,0,56,15,3.7333333333333334,0,0,0,teri ama chod ek bhai paida krrta bhai khelte rhna bsdk
1992,ye bhai kesa ha hahaha shebab kabab hehe always supports  #rashamidesai #stopdegradingrashami,1,81,12,6.75,2,0,0,ye bhai kesa ha hahaha shebab kabab hehe supports rashamidesai stopdegradingrashami
1993,nahi..  kamaal hai.  mei tu coffee piyun tu ik pimple nikl ata hi agly din. 😂😂,1,61,16,3.8125,0,0,3,nahi kamaal mei coffee piyun ik pimple nikl ata agly din
1994,mr president agar gaand me dum h to russia se lago tumhari maa chod denge putin 😂😂,0,66,17,3.8823529411764706,0,0,0,mr president agar gaand dum h russia lago tumhari maa chod denge putin
1995,khusray bhutto jo army k talway chaat kr aya uski nawasa. ik ko bol ra selected tu ha e hijra madarchod,0,83,21,3.9523809523809526,0,0,1,khusray bhutto army k talway chaat aya nawasa ik bol ra selected ha e hijra madarchod
1996,hahah pata hai mujy ni bola par jisy bola uska comment solid tha mujhy baramaza ay hhahah,1,73,17,4.294117647058823,0,0,0,hahah pata mujy ni bola jisy bola uska comment solid mujhy baramaza ay hhahah
1997,bchoo follow kroo sahab hoo ❤️ burry kam chor diya hain bhai ny 🤐 ,1,52,14,3.7142857142857144,0,0,0,bchoo follow kroo sahab hoo burry kam chor diya bhai
1998,ye mujay kisi khusray ka hand lag raha..😂😂,0,35,8,4.375,0,0,1,ye mujay kisi khusray hand lag
1999,ohooo... allah pak apkii mama ko jannat atta ki hy... dnt worry... maa khii b hoo apny bachon ko dakhtii hy...,1,90,21,4.285714285714286,0,0,4,oho allah pak apkii mama jannat atta dnt worry maa khii b hoo apny bachon dakhtii
2000,rt : fuck wapda bhenchod kis chutiya mulk main paida hogaye hoon main,0,57,13,4.384615384615385,0,0,0,fuck wapda bhenchod chutiya mulk paida hogaye hoon
2001,subah subah uth k tv agr on kro to wohe news sunna ko milti ha fala chor ha fala n ya chori ki fala yahodi ha yr hnri koom ko chwl bna raha ya  sab log andr sa ak he ha or 2ra hmra media asa azad ha or ya news asa music k sath sunata h jsa koi pahar tot gya hn kya es mulk k bna g,1,211,69,3.0579710144927534,0,0,1,subah subah uth k tv agr kro wohe news sunna milti ha fala chor ha fala n chori fala yahodi ha yr hnri koom chwl bna sab log andr sa ak ha 2ra hmra media asa azad ha news asa music k sath sunata h jsa pahar tot hn es mulk k bna g
2002,kab milaogay hindustan ko hiphop se bhenchod,0,38,7,5.428571428571429,0,0,0,kab milaogay hindustan hiphop bhenchod
2003,akhrot,1,6,1,6.0,0,0,0,akhrot
2004,   ye to shuro sey hi bewafa hy yaad nai tumhey kia??,0,40,11,3.6363636363636362,0,0,0,ye shuro sey bewafa yaad tumhey kia
2005,is din pakistan army ne randia ko cheer phaar kar adha kashmir bhi to liya tha bharwe kya ukhar liya tum gaye ka peshab peene walon ne ab tak kutte ke bache to bhonk sakta he bas pak army ko samne dekh kar tera peeshab nikal jayega,0,185,47,3.9361702127659575,0,0,0,din pakistan army randia cheer phaar adha kashmir liya bharwe ukhar liya tum gaye peshab peene walon tak kutte ke bache bhonk sakta bas pak army samne dekh tera peeshab nikal jayega
2006,hame apny qaid ki asliyat ka pata ...tum zara pata kari apny niyazi ka is yahoodi againt ka,0,74,18,4.111111111111111,0,0,1,hame apny qaid asliyat pata tum zara pata kari apny niyazi yahoodi againt
2007,achha ji...apko gaand me lena pasand nahi hai kya?,0,42,9,4.666666666666667,0,0,1,achha ji apko gaand lena pasand nahi
2008,  bhai pehly bhi just 5 rupay ki hi thi parchi..ab wo bhi khatam kr di,1,54,15,3.6,0,0,2,bhai pehly 5 rupay parchi khatam di
2009,   bhai steps to kafi dfa le chukay ko ashia sasti kb kro gy apk apny voters b kehny per majboor hain... kch to soch lo ab,1,94,26,3.6153846153846154,0,0,1,bhai steps dfa chukay ashia sasti kb kro apk apny voters b kehny majboor soch lo
2010,i missed u too!! i made this acc bc i felt like i just needed to start over or smth idk,1,67,21,3.1904761904761907,0,0,0,missed u acc bc felt like needed start smth idk
2011,   hnn yh to mujhy ptaa hi nh tha,1,23,8,2.875,0,0,0,hnn yh mujhy ptaa nh
2012,because islam is a religion of peace and all these terrorists and their organization lied about their religion in addhar. so they don't ha e a religion,1,125,27,4.62962962962963,0,0,1,islam religion peace terrorists organization lied religion addhar nt ha e religion
2013, logo pe dhyan na do joh tumhe pasand bas vohi karo tum 😍,1,44,13,3.3846153846153846,0,0,0,logo dhyan joh tumhe pasand bas vohi karo tum
2014,apny naam se shah hta dey .hreem gashti rakh ly.shahoon ko bdnaam na kr kutya,0,63,15,4.2,0,0,2,apny naam shah hta dey hreem gashti rakh lyshahoon bdnaam kutya
2015,"someone idk tried to facetime me and i declined bc tf? then they text me ""why u dissin me"" what",0,76,20,3.8,0,0,0,idk tried facetime declined bc tf text u dissin
2016, apka milaya hwa nmbr phir durust ni😂😂😂,1,32,7,4.571428571428571,0,0,0,apka milaya hwa nmbr phir durust ni
2017, nhi na ap ki wja se to twitter p ronaq lgi hui h,1,36,13,2.769230769230769,0,0,0,nhi ap wja twitter p ronaq lgi h
2018,bibi aap ne b kch pyia hua hai srf figure likh k pic laga di kese pata chaley ga k ye insoliene ki amount likhi hai,0,90,26,3.4615384615384617,0,0,0,bibi aap b pyia hua srf figure likh k pic laga di kese pata chaley k ye insoliene likhi
2019,yakeen mano hum bhi bhot khatey hai bas picture or location nahi dalte,1,58,13,4.461538461538462,0,0,0,yakeen mano bhot khatey bas picture location nahi dalte
2020,pti join karnay say #kanjri say #insan ban jao ge. khusray ki party may jao ge to #kanjrisaykanjar tak ka safar hai..,0,96,22,4.363636363636363,3,0,2,pti join karnay kanjri insan ban jao ge khusray party jao ge kanjrisaykanjar tak safar
2021,haha apka time bhi ayega😂 apke liye b tweets hongi phir,1,45,11,4.090909090909091,0,0,0,haha apka time ayega apke b tweets hongi phir
2022, food panda waly keh keh mar gaye lekin tmhen twitter pe e mngwana hai,0,56,14,4.0,0,0,0,food panda waly keh keh mar gaye lekin tmhen twitter e mngwana
2023,ye randiyo k sath koi bhi beth skta h yh aam bat nhi h.,0,42,14,3.0,0,0,1,ye randiyo k sath beth skta h yh aam bat nhi h
2024,rt : sala aik nawaz shareef pori judiciary ko hijra bana gaya...  #nbc #justiceforsaleinpakistan,0,82,14,5.857142857142857,2,0,1,sala aik nawaz shareef pori judiciary hijra bana nbc justiceforsaleinpakistan
2025,mje meray uni k marasi yaad agay 😂,1,27,8,3.375,0,0,0,mje meray uni k marasi yaad agay
2026,the crazy part is the ahmadiya sect of muslims is persecuted and slaughtered in pakistan yet they still support pakistan.🤦🏽‍♂️,1,107,20,5.35,0,0,1,crazy ahmadiya sect muslims persecuted slaughtered pakistan support pakistan
2027,amitabh bachchan came to check the situation   makeup artist was trying to hide aishwarya stains on face.  there was also some salman close circle guy.  amitabh bachchan said to them ' us bhenchod ko bata do yha ka don aaj bhe main hun'  namard salman khan,0,206,46,4.478260869565218,0,0,2,amitabh bachchan came check situation makeup artist trying hide aishwarya stains face salman close circle guy amitabh bachchan said bhenchod bata yha aaj bhe namard salman khan
2028,  thank you for informing. jaltae hain kyunki unko kuch nahi aata,1,53,11,4.818181818181818,0,0,1,thank informing jaltae kyunki unko nahi aata
2029,ary randi b mn teri amma ko e smjhta hu yani mn tera bhai hu pr mn bra bhai chod hu bch k ryio😂😂💖,0,74,24,3.0833333333333335,0,0,0,ary randi b mn teri amma e smjhta hu yani mn tera bhai hu pr mn bra bhai chod hu bch k ryio
2030,ajaa mere pass tere hawash thanda kar do shali randi,0,43,10,4.3,0,0,0,ajaa mere pass tere hawash thanda shali randi
2031,dono delhi policee ke bahdur jawan hai..ek taraf ataychar..dusri taraf jeb me hath dal ke dekh rhe ki age kya hota hai ,1,97,22,4.409090909090909,0,0,2,delhi policee ke bahdur jawan ek taraf ataychar dusri taraf jeb hath dal ke dekh rhe age
2032,tumri ma buhat hanzir hy jis ne tum jaise  yahodi kafir rhandi hanzir aurat ko paida kiya,0,72,17,4.235294117647059,0,0,0,tumri ma buhat hanzir jis tum jaise yahodi kafir rhandi hanzir aurat paida kiya
2033,rt : karachi culture is enjoying a nice walk outside and hearing bharwe phone nikaal from behind.,1,81,17,4.764705882352941,0,0,1,karachi culture enjoying nice walk outside hearing bharwe phone nikaal
2034,   meny kb kaha mjy masla ha meny to dekhna tha zyda pyara kon h 😂😂😂,1,51,15,3.4,0,0,0,meny kb kaha mjy masla ha meny dekhna zyda pyara kon h
2035,rt : yes i am a hijra : laxmi narayan tripathy:,1,37,11,3.3636363636363638,0,0,0,yes hijra laxmi narayan tripathy
2036,me so gai thi. ,1,11,4,2.75,0,0,1,
2037,lakin kafir aor yahoodi ko aram na aiya bar bar foj [army ] lay ker madina per hamla kia ..2 sulah kay muhaday [misaqe madina ] aor sulh hudabiya ...wo bhe kafiroon nay aor yahodiyon  nay toor dalay ....bar bar jung ki prophet say..,1,188,44,4.2727272727272725,0,0,4,lakin kafir aor yahoodi aram aiya bar bar foj army lay ker madina hamla kia 2 sulah kay muhaday misaqe madina aor sulh hudabiya bhe kafiroon nay aor yahodiyon nay toor dalay bar bar jung prophet
2038,sakal se hi randi lagti hai tu,0,24,7,3.4285714285714284,0,0,0,sakal randi lagti
2039,kuti nasal ki kuti jo sahaba py bhonki hai,0,34,9,3.7777777777777777,0,0,0,kuti nasal kuti sahaba py bhonki
2040,"roti tandoor ki achi, rishtaydari door ki achi.",1,40,8,5.0,0,0,2,roti tandoor achi rishtaydari door achi
2041,chup kr randi,0,11,3,3.6666666666666665,0,0,0,chup randi
2042,tm to randdi ho dunya jahaan ki tmhy to bacha bacha janta hy u are already played act like hareeem shah ad sundal khtal but suna ni kisi ny apko,0,115,30,3.8333333333333335,0,0,0,tm randdi dunya jahaan tmhy bacha bacha janta u played act like harem shah ad sundal khtal suna ni kisi apko
2043,farhan tu confirm kisi randi aurat ka harami bacha hay madar chod,0,54,12,4.5,0,0,0,farhan confirm kisi randi aurat harami bacha madar chod
2044, hahaha mjhe wo khofnak e lga tha,1,26,7,3.7142857142857144,0,0,0,hahaha mjhe khofnak e lga
2045,khud ko barbaad ker liye ni mile active followers 🥺🥺 ,1,43,10,4.3,0,0,0,khud barbaad ker ni mile active followers
2046,you people just used shehnaz in whole season fck off bc #realwinnershehnaaz,0,64,12,5.333333333333333,1,0,0,people shehnaz season fck bc realwinnershehnaaz
2047,"aisa thappad marungi tere munh pe bakwas ki toh kutte tum logo ki aukat humari nazar mein kisi awara kutte se jyada nhi hai toh suwar bhaunkte reh,tujhko attention nhi milne wali 😂😂🤣🤣 chal bhaunk shooooo😂😂😂",0,171,36,4.75,0,0,1,aisa thappad marungi tere munh bakwas toh kutte tum logo aukat humari nazar mein kisi awara kutte jyada nhi toh suwar bhaunkte reh tujhko attention nhi milne wali bhaunk sho
2048,abey saali 😡😡😡😡😡,0,14,3,4.666666666666667,0,0,0,abey saali
2049,"murtaza the geo journalist got political assylum on ahmedi basis and was helped to get it by nawaz sharif, so what could you expect from him",1,115,26,4.423076923076923,0,0,1,murtaza geo journalist got political assylum ahmedi basis helped nawaz sharif expect
2050,koi larka real life mein bhook hartal kar b ly na phir b usy milna kuch nai kyun k orat ka koi bhrosa nai kia pta wo keh dy k mene kaha tha ap kri bhook hartal,1,123,37,3.324324324324324,0,0,0,larka real life mein bhook hartal b ly phir b usy milna kyun k orat bhrosa kia pta keh dy k mene kaha ap kri bhook hartal
2051,sochny wali baat hy wese tum to itny shreef 🤔,1,36,10,3.6,0,0,0,sochny wali baat wese tum itny shreef
2052,aur  ansoo bahany ki bhtreen  jagh sajda ha 🖤🖤,1,36,9,4.0,0,0,0,ansoo bahany bhtreen jagh sajda ha
2053,baqwas band kr tu bhi chali ja.,0,25,7,3.5714285714285716,0,0,1,baqwas band chali
2054,cry bc you miss someone hurts so much,1,30,8,3.75,0,0,0,bc miss hurts
2055,hey guyz is bechary newbie  ko follow kr do 😂 ,1,35,10,3.5,0,0,0,hey guyz bechary newbie follow
2056,"koyi awaz sindh me bhokhy , nangy bechary awam k liye, koyi awaz sindh ki curruption pe..koyi awaz pppp ki loot maar pe utha len bhi....ya munafqat tera hi aasra",0,132,30,4.4,0,0,4,koyi awaz sindh bhokhy nangy bechary awam k koyi awaz sindh curruption koyi awaz p loot maar utha len munafqat tera aasra
2057, hahahah😂😂 yad e krwa rai thi😝😝😍😍❤,1,28,6,4.666666666666667,0,0,0,hahahah yad e krwa rai thi
2058, ik bs teri talash the mjhko warna me tu bht mukammal tha,1,45,12,3.75,0,0,0,ik bs teri talash mjhko warna bht mukammal
2059,dil jo hai heart hamra usy roz  new bandi passnd aa jati hai,1,47,13,3.6153846153846154,0,0,0,dil heart hamra usy roz new bandi passnd aa
2060,me: i love my life 😍♥️  my life: excuse me?🙄we are just   friends.,1,51,13,3.923076923076923,0,0,1,love life life excuse we friends
2061,#mediastayunbiased jeo news me sub se ziada hamid k mir ki chalti hai. isi ne rishwat ke lifafy le le kar jeo news k sath sath addary pory pak ko badnam kr ke rakh di. ,0,133,35,3.8,1,0,2,mediastayunbiased jeo news sub ziada hamid k mir chalti isi rishwat ke lifafy jeo news k sath sath addary pory pak badnam ke rakh di
2062,bhenchod itna mushkil to nai hona tha zindagi ko,0,40,9,4.444444444444445,0,0,0,bhenchod itna mushkil hona zindagi
2063,imran qadyani yahoodi agent hy pti ki 18 bank account hy jis may qadyani yahoodi hondo ny funding ki hy . gold smith jimaima aneel musrst . atif miaan sub qadyani yahoodi hy,0,141,33,4.2727272727272725,0,0,3,imran qadyani yahoodi agent pti 18 bank account jis qadyani yahoodi hondo funding gold smith jimaima aneel musrst atif miaan sub qadyani yahoodi
2064,ok phir thk ha maine 2013 main ki matric federal board se,1,46,12,3.8333333333333335,0,0,1,ok phir thk ha maine 2013 matric federal board
2065,"aby randi ky bacho, itny maslo ky bawajood hum ny #sikho ky sentiments dekhty huy kartarpur sahab khola......   aby chutio filmo sy bahar aajao...... dekha nhi tha..?? ""gadar"" mai fictional ashraf ali ky samny ""hand pump"" ukhaarny wala line mai lag kar bio-metric krwa rha tha🖕😂",0,231,46,5.021739130434782,1,0,4,aby randi ky bacho itny maslo ky bawajood sikho ky sentiments dekhty huy kartarpur sahab khola aby chutio filmo bahar aajao dekha nhi gadar mai fictional ashraf ali ky samny hand pump ukhaarny line mai lag biometric krwa tha
2066,maslan raham khan kisi yahoodi ky bachy ki maa bane wali hai 😂😂😂😂😂😂😂,0,56,13,4.3076923076923075,0,0,0,maslan raham khan kisi yahoodi ky bachy maa bane wali
2067,"rt : randi hu kothe pr milna  jagte raho   ""namard salman khan"" ",0,49,12,4.083333333333333,0,0,0,randi hu kothe pr milna jagte raho namard salman khan
2068,social media  aalmi yahodi riyasat k liy rah bana raha hai hum sab janay an janay me us ka kaam aasan kar rahy hian,1,91,24,3.7916666666666665,0,0,0,social media aalmi yahodi riyasat k liy rah bana sab janay janay kaam aasan rahy hian
2069,   u haven't control on ur hand what r u texting mujhe toh aappe taras aa rha hai seriously so much hate for shehnaaz u have i want to tell u one thing  jinke name prr aap ne apni id bnayi hai atleast unke bare mein soch k tweet krte they respect the girls nd u disgusting tweet😠😠,1,220,57,3.8596491228070176,0,0,0,u nt control ur hand r u texting mujhe toh aappe taras aa seriously hate shehnaaz u want tell u thing jinke prr aap apni id bnayi atleast unke bare mein soch k tweet krte respect girls nd u disgusting tweet
2070,rt : na chyro humein hum sataye hoy hain,1,32,9,3.5555555555555554,0,0,0,chyro humein sataye hoy
2071,clean and green pakistan sirf pani ki he waja sy ho sakta hy ,1,48,13,3.6923076923076925,0,0,0,clean green pakistan sirf pani waja sakta
2072,oh bahi.  junagarh mai konsi war hui indo-pak ki.    or secondly saichan pakistan ny conquer kia tah or kargil b pakistan ny conquer kia tah.    or bht sharam ki baat hy k app islamic republic of pakistan ko israel jesy yahodi mulq dy compare kr rhy hoo.,0,201,47,4.276595744680851,0,0,4,oh bahi junagarh mai konsi war indopak secondly saichan pakistan conquer kia tah kargil b pakistan conquer kia tah bht sharam baat k app islamic republic pakistan israel jesy yahodi mulq dy compare hoo
2073,kya unki team ke 10 per 2 out the bharwe?,0,32,10,3.2,0,0,2,unki team ke 10 2 bharwe
2074,is bichary ka kya qasoor ha,1,22,6,3.6666666666666665,0,0,0,bichary qasoor ha
2075,hey are fighting amongst each other. #bajwa is compromise candidate. thats only reason why he a ahmadiya is a coas.,0,96,20,4.8,1,0,3,hey fighting bajwa compromise candidate thats reason ahmadiya coas
2076,   ragra tum jaisio ko mil sakta bas ik ba haya aurat ko ankh utha k v nai dekhta,0,61,18,3.388888888888889,0,0,0,ragra tum jaisio sakta bas ik ba haya aurat ankh utha k v dekhta
2077,main yahan kisi ki bhai nahi hon ya😭😭😭😭ar 😂😂😂 mera handle name dekho 😂😂😂🙄🙄,1,61,14,4.357142857142857,0,0,0,yahan kisi bhai nahi hon yaar mera handle dekho
2078,lgta t virus aa gya..zombie wala..😂😂 sab ese uchaal rahy hin. #coronaravirus,1,65,12,5.416666666666667,1,0,3,lgta t virus aa zombie sab ese uchaal rahy hin coronaravirus
2079,loora ek no.. sala chuttiya,0,23,5,4.6,0,0,1,loora ek sala chuttiya
2080,ghulam ahmaq ya ghulam sheitan ta,0,28,6,4.666666666666667,0,0,0,ghulam ahmaq ghulam sheitan ta
2081,bhenchod parhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hai ye.,0,63,12,5.25,0,0,3,bhenchod parhna dimaagh ijazat nahi deta ajeeb chutiyapa ye
2082,pakistani randi ki pakistan's randiiiiiiiii kanya ne kitne bar choda hai,0,62,11,5.636363636363637,0,0,0,pakistani randi pakistan s randi kanya kitne bar choda
2083,u never encouraged people to protest on roads...... randi rona band kijiye.......,0,70,12,5.833333333333333,0,0,2,u encouraged people protest roads randi rona band kijiye
2084,"bhen k lorey , 6 saal se tmhare jalse dekh rhe hain randi k bache, jhoote ki nasal.",0,66,18,3.6666666666666665,0,0,4,bhen k lorey 6 saal tmhare jalse dekh rhe randi k bache jhoote nasal
2085,hehe it was my first session and now i wanna back out abort mission bhenchod please,0,68,16,4.25,0,0,0,hehe session wan abort mission bhenchod
2086,me : ap mujh sy call py bat kb karein gy...  he : jb ap kahein.. me : subah?  he : late uthta hon.. me : dupehar? he : busy hota hon.. me : sham? he : family k sath hota hon.. me : raat?  he : thak jata hon... me : phir kb krein gy ap mujh sy bat call py? he : jaan jb app kahein.,1,210,68,3.088235294117647,0,0,7,ap mujh py bat kb karein ap kahein subah late uthta hon dupehar busy hon sham family k sath hon raat thak hon phir kb krein ap mujh bat py jaan app kahein
2087,"bas qasam khai hoi hai, haraamkhor. jis tweet pe mera naam ho bc usko like nai karna. chahe jitni marzo achi ho.",0,91,22,4.136363636363637,0,0,4,bas qasam khai hoi haraamkhor jis tweet mera naam bc usko like chahe jitni marzo achi
2088,america kay bad sab say ziyada yahoodi iran main hain. iran q america aur israil per attack karay ga,1,82,19,4.315789473684211,0,0,1,america kay bad sab ziyada yahoodi iran iran q america israil attack karay
2089, kia mein wohi samjha ho jo aap kah rahe hain 😋,1,36,11,3.272727272727273,0,0,0,kia mein samjha aap kah rahe
2090, kon ni rhany ni de rha apko,1,21,7,3.0,0,0,0,kon ni rhany ni apko
2091,#asim won many heart of middle class people. #paras apne dum pe banglow ferrary pakad k deka kutte baap k kamaye hue pe kyun gamand hai looser,0,116,27,4.296296296296297,2,0,1,asim won heart middle class people paras apne dum banglow ferrary pakad k deka kutte baap k kamaye hue kyun gamand looser
2092,  kb kis bt py py mry ko yaad nhi,1,23,9,2.5555555555555554,0,0,0,kb bt py py mry yaad nhi
2093,2018 se approved hai yeh ,1,20,5,4.0,0,0,1,2018 approved
2094,that will be ok...yahi bat to achi ha apki,1,34,9,3.7777777777777777,0,0,1,ok yahi bat achi ha apki
2095,arey ye soundcloud kyun nahi chal raha bhenchod,0,40,8,5.0,0,0,0,arey ye soundcloud kyun nahi bhenchod
2096,shekhar bhai inse mooh se moofali toot ti nahi hai aur gaand se akhrot todne chale they. #maulanafazlurrehman ne apni dono moofali ke mooh meindaal di #pkmkb,0,131,27,4.851851851851852,2,0,1,shekhar bhai inse mooh moofali toot ti nahi gaand akhrot todne chale maulanafazlurrehman apni moofali ke mooh meindaal di pkmkb
2097,sir ye dekho awam wesi ke wesi zalil ho rahi camp offic ka harcha kitna hy chahay jitna b ho   apke pm s mulqat ho gai so apka farz bnta tha itni tc  krna . ,1,119,35,3.4,0,0,1,sir ye dekho awam wesi ke wesi zalil camp offic harcha kitna chahay jitna b apke pm s mulqat apka farz bnta itni tc
2098,"apna banao note churao decency ka faida uthao  pyar bantne aye they.  ghar ki hawa badlne aye they. ""ouch ye kya hua wo toh khud hi badal gaye"" kya ye china main badtey ja rahe corona virus ka asar hai ya wo aise hi they 🤣🤣🤣   ",1,177,46,3.847826086956522,0,0,2,apna banao note churao decency faida uthao pyar bantne ghar hawa badlne ouch ye hua toh khud badal gaye ye china badtey rahe corona virus asar aise
2099,mery mola jo dil dya tha ye tanhai to di na hti :/,1,38,13,2.923076923076923,0,0,0,mery mola dil dya ye tanhai di hti
2100, hmmm ab legta hai k kuch to hua hai,1,27,9,3.0,0,0,0,hm legta k hua
2101,kis ka jism?? kis ki marzi??  #auratazadimarch,1,39,7,5.571428571428571,1,0,0,jism marzi auratazadimarch
2102,ronaldo hits 200 million follower on instagram  itne tou awam k ludo star pe coins nahi hoty 😒,1,76,18,4.222222222222222,0,0,1,ronaldo hits 200 million follower instagram itne awam k ludo star coins nahi hoty
2103, wo tum to nhi thi 🤭🤣😂😂,1,17,6,2.8333333333333335,0,0,0,tum nhi
2104, sab ati hai apne ko,1,15,5,3.0,0,0,0,sab ati apne
2105,tumhari aukaat hai saale randiyo ko nachana jaante ho iska matlab ye nhi kuchh bhi bologe,0,74,16,4.625,0,0,0,tumhari aukaat saale randiyo nachana jaante iska matlab ye nhi kuchh bologe
2106,   mahira ka bhai khud bol raha hai ke tu achi nhi dikh rahi bahar 🤣🤣🤣,1,53,15,3.533333333333333,0,0,0,mahira bhai khud bol ke achi nhi dikh bahar
2107,kabhi nahi karengey q k hamari hukmaran ko khud yahoodi agents hain.,0,57,12,4.75,0,0,1,kabhi nahi karengey q k hamari hukmaran khud yahoodi agents
2108,abe bsdk hijde ki paidaish ye teri hi khala hai jo bchd jo shahin bagh main dhandhe par baithe hai hume mat dikha kyoki tu apni khala ki chudai par hi jinda sooar ki aulad,0,137,35,3.914285714285714,0,0,0,abe bsdk hijde paidaish ye teri khala bchd shahin bagh dhandhe baithe hume mat dikha kyoki apni khala chudai jinda sooar aulad
2109,  ap bata do na suchh kia hai. ap tu sarkari hajj nae kar sakten untill next n league government if may be,1,83,22,3.772727272727273,0,0,1,ap bata suchh kia ap sarkari hajj nae sakten untill n league government
2110,"tujhe kya mtlb, bharwe",0,19,4,4.75,0,0,1,tujhe mtlb bharwe
2111,beta pasand bhi bande ki auqaat wali honi chahue. .mujhe yahan cd 70 naue mil rahi aur tmhain lamborghini ki pari hai,1,96,22,4.363636363636363,0,0,3,beta pasand bande auqaat wali honi chahue mujhe yahan cd 70 naue tmhain lamborghini pari
2112, uske youtube pe ja k kaho keh me krti hu ilaj,1,35,11,3.1818181818181817,0,0,0,uske youtube k kaho keh krti hu ilaj
2113," mujhay uss se bhi acha lagta hai jab aurat kahay ""nahi shukria bhai""",1,56,13,4.3076923076923075,0,0,0,mujhay uss lagta jab aurat kahay nahi shukria bhai
2114,humme toh apno ne loota gairon ki toh maa chod dete hum,0,44,12,3.6666666666666665,0,0,0,humme toh apno loota gairon toh maa chod dete
2115,  marna he better ha ..pehle kon si awam money se bhare bags rakhti thikhan ne wapis le lie?na shukri awam,1,85,20,4.25,0,0,1,marna better ha pehle kon si awam money bhare bags rakhti thikhan wapis lie shukri awam
2116,  interact ni krta tu han,1,19,5,3.8,0,0,0,interact ni
2117, abb baat ye hai ki dimag wale ko 100 rs dega to wo uska 1000+ bana sakta hai..!!!  lekin gawar ko 1000+ rs dega wo uska 10rs bhi nai bacha sakega...,1,117,31,3.774193548387097,0,0,6,abb baat ye dimag wale 100 rs dega uska 10 bana sakta lekin gawar 10 rs dega uska 10rs bacha sakega
2118,nhi nhi..apke account k masail sar kanoon pr😀,1,38,8,4.75,0,0,1,nhi nhi apke account k masail sar kanoon pr
2119,tera baap hay burhan wani aur tera jija hay,0,35,9,3.888888888888889,0,0,0,tera baap burhan wani tera jija
2120,#stopauratbarbadimarch who are you for arguing our tradition and islamic manners you bluddy 2 takay ki aurat   .,0,93,18,5.166666666666667,1,0,2,stopauratbarbadimarch arguing tradition islamic manners bluddy 2 takay aurat
2121,"respected khalil sb! agr ap “haya march” ki bjaye ‘haya o tahafuz march’ krei to ye kisi 1 frd, jins ya tabqay wali soch se bala-tr hoga k isme na sirf mrd-o-aurat ko haya k liye pegham hai. balky aurton ko ye yakin dihani b krwi jaye k hm mard unki hifazat ko b apna freeza janei",1,224,57,3.9298245614035086,0,0,3,respected khalil agr ap haya march bjaye haya o tahafuz march krei ye kisi 1 frd jins tabqay wali soch balatr hoga k isme sirf mrdoaurat haya k pegham balky aurton ye yakin dihani b krwi jaye k hm mard unki hifazat b apna freeza janei
2122,chal bhen chod apni bat kr qom ke nahe hrami,0,35,10,3.5,0,0,0,bhen chod apni bat qom ke nahe hrami
2123,rt : bhenchod sab fake ho lun khao mein ne pirate ship pe jana tha,0,52,15,3.466666666666667,0,0,0,bhenchod sab fake lun khao mein pirate ship
2124, 👅 ye wali 😂🙊,1,9,4,2.25,0,0,0,ye wali
2125,"dekha hai kabhi kashmir chutiya saali tumhaari wjaah sey hi saa desh barabad ho rha , beti bacho beti padhao arey tum jaisi ladkiyo ney saari ladkiyo ki aisi taisi kar rhi ho maa chuda ab. bhkk bc😡😡😡😡😡😡😡😡😡",0,168,38,4.421052631578948,0,0,2,dekha kabhi kashmir chutiya saali tumhaari wjaah sey saa desh barabad beti bacho beti padhao arey tum jaisi ladkiyo ney saari ladkiyo aisi taisi rhi maa chuda bhkk bc
2126, asli main red red ho kia?  golay molay pappar ke tolay,0,43,11,3.909090909090909,0,0,0,asli red red kia golay molay pappar ke tolay
2127,tere bap ki bhi to galti thi jo aj twitter bhokat rha hai bharwe😉,0,52,14,3.7142857142857144,0,0,0,tere bap galti aj twitter bhokat bharwe
2128, q bai dil wahn rhna ka kiraya deti thi ap...,1,35,10,3.5,0,0,1,q bai dil wahn rhna kiraya deti ap
2129,lofer aurat hai ye.,0,16,4,4.0,0,0,1,lofer aurat ye
2130, 😂😂😂bas aik hai dua karna tum okie😂😌,1,29,7,4.142857142857143,0,0,0,bas aik dua tum okie
2131,pyar ho to phle bc 😐,0,15,6,2.5,0,0,0,pyar phle bc
